ticker,date,score,signal,entry_price,comp_trend,comp_wyckoff,comp_vwap,comp_comparative_strength,comp_support_resistance,return_5d_pct,return_10d_pct,return_20d_pct
CENT,2025-10-07,10,pantau,30.93,30,10,-15,-15,0,-4.69,-0.06,-0.68
CENT,2025-10-14,10,pantau,29.48,30,10,-15,-15,0,4.85,9.97,7.16
CENT,2025-10-21,10,pantau,30.91,0,10,15,-15,0,4.89,-0.61,-0.13
CENT,2025-10-28,20,pantau,32.42,0,20,15,-15,0,-5.24,-2.56,5.34
CENT,2025-11-04,-60,jual,30.72,-30,0,-15,-15,0,2.83,0.49,10.35
CENT,2025-11-11,30,pantau,31.59,0,0,15,15,0,-2.28,8.1,7.53
CENT,2025-11-18,-20,pantau,30.87,0,0,-15,-15,10,10.63,9.82,9.36
CENT,2025-11-25,30,pantau,34.15,0,0,15,15,0,-0.73,-0.53,-4.51
CENT,2025-12-03,0,pantau,33.9,0,0,-15,15,0,0.21,-0.41,-5.75
CENT,2025-12-10,30,pantau,33.97,0,0,15,15,0,-0.62,-4.0,-3.68
CENT,2025-12-17,40,beli,33.76,30,0,-15,15,10,-3.41,-5.36,-4.47
CENT,2025-12-24,0,pantau,32.61,0,0,15,-15,0,-2.02,0.34,-0.95
CENT,2026-01-02,-55,jual,31.95,-30,0,-15,-15,5,2.41,0.94,7.92
CENT,2026-01-09,-20,pantau,32.72,-30,0,15,-15,10,-1.44,-1.28,14.64
CENT,2026-01-16,-50,jual,32.25,-30,0,-15,-15,10,0.16,6.91,19.72
CENT,2026-01-26,-25,pantau,32.3,-30,0,15,-15,5,6.75,16.13,23.47
CENT,2026-02-02,-5,pantau,34.48,-30,0,15,15,-5,8.79,11.98,10.44
CENT,2026-02-09,30,pantau,37.51,-30,30,15,15,0,2.93,6.32,-2.24
CENT,2026-02-17,60,beli,38.61,0,30,15,15,0,3.29,-1.37,-6.45
CENT,2026-02-24,60,beli,39.88,0,30,15,15,0,-4.51,-8.05,-7.02
CENT,2026-03-03,60,beli,38.08,30,30,-15,15,0,-3.7,-5.15,-3.44
CENT,2026-03-10,30,pantau,36.67,0,30,-15,15,0,-1.5,1.12,0.98
CENT,2026-03-17,0,pantau,36.12,0,-10,-15,15,10,2.66,1.8,4.01
CENT,2026-03-24,25,pantau,37.08,0,-10,15,15,5,-0.84,-0.13,1.51
CENT,2026-03-31,-35,pantau,36.77,-30,-10,-15,15,5,0.71,2.18,1.9
CENT,2026-04-08,25,pantau,37.03,0,-10,15,15,5,1.46,1.65,-0.54
CENT,2026-04-15,15,pantau,37.57,30,-10,15,-15,-5,0.19,-0.27,1.76
CENT,2026-04-22,-15,pantau,37.64,30,-10,-15,-15,-5,-0.45,-2.15,1.49
CENT,2026-04-29,15,pantau,37.47,30,-10,-15,15,-5,-1.71,2.03,4.7
CENT,2026-05-06,55,beli,36.83,30,-10,15,15,5,3.8,3.72,7.47
CENT,2026-05-13,-10,pantau,38.23,0,-10,-15,15,0,-0.08,2.62,10.86
CENT,2026-05-20,20,pantau,38.2,0,-10,15,15,0,2.7,3.61,13.04
CENT,2026-05-28,15,pantau,39.23,0,-10,15,15,-5,0.89,8.03,14.48
CENT,2026-06-04,15,pantau,39.58,0,-10,15,15,-5,7.07,9.1,8.21
CENT,2026-06-11,20,pantau,42.38,0,-10,15,15,0,1.89,5.97,1.77
CENT,2026-06-18,20,pantau,43.18,0,-10,15,15,0,4.01,-0.81,0.44
CENT,2026-06-26,30,pantau,44.91,0,0,15,15,0,-4.63,-3.96,-3.7
CENT,2026-07-06,30,pantau,42.83,30,0,-15,15,0,0.7,1.26,1.45
CENT,2026-07-13,30,pantau,43.13,30,0,15,-15,0,0.56,0.28,1.79
CENT,2026-07-20,20,pantau,43.37,30,-10,15,-15,0,-0.28,0.18,-0.05
CENT,2026-07-27,-30,pantau,43.25,0,-10,-15,-15,10,0.46,1.5,2.43
CENT,2026-08-03,-30,pantau,43.45,0,-10,-15,-15,10,1.04,-0.23,-1.08
CENT,2026-08-10,-5,pantau,43.9,30,-10,-15,-15,5,-1.25,0.91,-6.97
CENT,2026-08-17,-30,pantau,43.35,0,-10,-15,-15,10,2.19,-0.85,-7.54
CINT,2024-02-09,-50,jual,4.25,-30,10,-15,-15,0,5.18,8.71,-10.59
CINT,2024-02-16,-20,pantau,4.47,-30,10,15,-15,0,3.36,7.38,-2.68
CINT,2024-02-26,10,pantau,4.62,0,10,15,-15,0,3.9,-17.75,-10.39
CINT,2024-03-04,50,beli,4.8,0,10,15,15,10,-20.83,-9.38,-5.21
CINT,2024-03-11,-30,pantau,3.8,0,0,-15,-15,0,14.47,8.95,21.05
CINT,2024-03-18,0,pantau,4.35,0,0,15,-15,0,-4.83,4.6,-7.13
CINT,2024-03-25,-60,jual,4.14,-30,0,-15,-15,0,9.9,11.11,-5.56
CINT,2024-04-02,-30,pantau,4.55,-30,0,15,-15,0,1.1,-11.21,-13.41
CINT,2024-04-09,0,pantau,4.6,0,0,-15,15,0,-12.17,-15.0,-16.96
CINT,2024-04-16,40,beli,4.04,30,0,-15,15,10,-3.22,-2.48,-13.12
CINT,2024-04-23,-20,pantau,3.91,0,0,-15,-15,10,0.77,-2.3,-11.51
CINT,2024-04-30,10,pantau,3.94,0,0,15,-15,10,-3.05,-10.91,11.68
CINT,2024-05-07,-20,pantau,3.82,0,0,-15,-15,10,-8.12,-9.42,29.32
CINT,2024-05-14,-30,pantau,3.51,0,0,-15,-15,0,-1.42,25.36,33.05
CINT,2024-05-21,0,pantau,3.46,0,0,15,-15,0,27.17,42.77,39.31
CINT,2024-05-29,30,pantau,4.4,0,0,15,15,0,12.27,6.14,14.09
CINT,2024-06-05,30,pantau,4.94,0,0,15,15,0,-5.47,-2.43,9.31
CINT,2024-06-12,0,pantau,4.67,0,0,-15,15,0,3.21,7.49,18.2
CINT,2024-06-20,0,pantau,4.82,0,0,-15,15,0,4.15,12.03,23.65
CINT,2024-06-27,65,beli,5.02,30,0,15,15,5,7.57,9.96,23.11
CINT,2024-07-05,60,beli,5.4,30,0,15,15,0,2.22,10.37,11.67
CINT,2024-07-12,60,beli,5.52,30,0,15,15,0,7.97,11.96,12.86
CINT,2024-07-19,60,beli,5.96,30,0,15,15,0,3.69,1.17,21.14
CINT,2024-07-26,60,beli,6.18,30,0,15,15,0,-2.43,0.81,14.56
CINT,2024-08-02,25,pantau,6.03,30,0,-15,15,-5,3.32,19.73,10.61
CINT,2024-08-09,55,beli,6.23,30,0,15,15,-5,15.89,13.64,9.15
CINT,2024-08-16,90,beli,7.22,30,30,15,15,0,-1.94,-7.62,-11.77
CINT,2024-08-23,60,beli,7.08,30,30,-15,15,0,-5.79,-3.95,-2.82
CINT,2024-08-30,30,pantau,6.67,30,0,-15,15,0,1.95,-4.5,1.8
CINT,2024-09-09,30,pantau,6.8,30,0,-15,15,0,-6.32,1.18,3.82
CINT,2024-09-16,-30,pantau,6.37,0,0,-15,-15,0,8.01,6.59,13.66
CINT,2024-09-23,5,pantau,6.88,0,10,15,-15,-5,-1.31,2.62,0.87
CINT,2024-09-30,-20,pantau,6.79,-30,10,-15,15,0,3.98,6.63,1.62
CINT,2024-10-07,35,pantau,7.06,0,10,15,15,-5,2.55,-1.7,-7.22
CINT,2024-10-14,70,beli,7.24,30,10,15,15,0,-4.14,-4.7,-4.14
CINT,2024-10-21,45,beli,6.94,30,10,-15,15,5,-0.58,-5.62,-7.2
CINT,2024-10-28,45,beli,6.9,30,10,-15,15,5,-5.07,0.58,-1.45
CINT,2024-11-04,10,pantau,6.55,30,10,-15,-15,0,5.95,-1.68,1.98
CINT,2024-11-11,45,beli,6.94,0,10,15,15,5,-7.2,-2.02,-3.17
CINT,2024-11-18,10,pantau,6.44,0,10,-15,15,0,5.59,3.73,-4.35
CINT,2024-11-25,15,pantau,6.8,-30,10,15,15,5,-1.76,-1.18,-9.85
CINT,2024-12-03,-10,pantau,6.68,-30,10,-15,15,10,0.6,-7.78,-8.23
CINT,2024-12-10,-10,pantau,6.72,0,10,-15,-15,10,-8.33,-8.78,-12.65
CINT,2024-12-17,-10,pantau,6.16,0,10,-15,-15,10,-0.49,-0.49,3.57
CINT,2024-12-24,20,pantau,6.13,0,10,15,-15,10,0.0,-4.24,14.19
CINT,2025-01-02,-10,pantau,6.13,-30,10,15,-15,10,-4.24,4.08,12.23
CINT,2025-01-10,-10,pantau,5.87,0,10,-15,-15,10,8.69,19.25,28.28
CINT,2025-01-17,35,pantau,6.38,0,10,15,15,-5,9.72,7.84,11.13
CINT,2025-01-27,15,pantau,7.0,-30,10,15,15,5,-1.71,7.57,4.71
CINT,2025-02-03,-15,pantau,6.88,-30,10,-15,15,5,9.45,3.05,2.18
CINT,2025-02-10,10,pantau,7.53,-30,10,15,15,0,-5.84,-2.66,-13.68
CINT,2025-02-18,15,pantau,7.09,0,10,-15,15,5,3.39,-0.85,-10.3
CINT,2025-02-25,10,pantau,7.33,0,10,-15,15,0,-4.09,-11.32,-13.64
CINT,2025-03-04,20,pantau,7.03,0,10,-15,15,10,-7.54,-9.53,-14.79
CINT,2025-03-11,-40,jual,6.5,0,-10,-15,-15,0,-2.15,-2.62,-28.77
CINT,2025-03-18,-35,pantau,6.36,0,0,-15,-15,-5,-0.47,-5.82,-19.03
CINT,2025-03-25,-35,pantau,6.33,-30,0,15,-15,-5,-5.37,-26.86,-18.48
CINT,2025-04-01,-50,jual,5.99,-30,0,-15,-15,10,-22.7,-14.02,-1.17
CINT,2025-04-08,-60,jual,4.63,-30,0,-15,-15,0,11.23,11.45,28.51
CINT,2025-04-15,-30,pantau,5.15,-30,0,15,-15,0,0.19,14.95,29.13
CINT,2025-04-23,-35,pantau,5.16,-30,0,15,-15,-5,14.73,15.31,21.71
CINT,2025-04-30,-30,pantau,5.92,-30,0,15,-15,0,0.51,12.33,2.53
CINT,2025-05-07,0,pantau,5.95,-30,0,15,15,0,11.76,5.55,-1.01
CINT,2025-05-14,0,pantau,6.65,-30,0,15,15,0,-5.56,-8.72,-11.43
CINT,2025-05-21,0,pantau,6.28,0,0,-15,15,0,-3.34,-6.21,-8.6
CINT,2025-05-29,70,beli,6.07,30,0,15,15,10,-2.97,-2.97,-4.94
CINT,2025-06-05,10,pantau,5.89,30,0,-15,-15,10,0.0,-2.55,0.0
CINT,2025-06-12,50,beli,5.89,30,10,15,-15,10,-2.55,-2.04,-4.58
CINT,2025-06-20,10,pantau,5.74,30,10,-15,-15,0,0.52,2.61,-3.83
CINT,2025-06-27,-20,pantau,5.77,0,10,-15,-15,0,2.08,-2.6,-5.37
CINT,2025-07-07,-45,jual,5.89,-30,10,-15,-15,5,-4.58,-6.28,-9.51
CINT,2025-07-14,-20,pantau,5.62,0,10,-15,-15,0,-1.78,-2.85,-7.12
CINT,2025-07-21,-20,pantau,5.52,0,10,-15,-15,0,-1.09,-3.44,-5.8
CINT,2025-07-28,-20,pantau,5.46,0,10,-15,-15,0,-2.38,-4.4,-3.66
CINT,2025-08-04,-20,pantau,5.33,0,10,-15,-15,0,-2.06,-2.44,0.75
CINT,2025-08-11,-50,jual,5.22,-30,10,-15,-15,0,-0.38,0.77,-0.57
CINT,2025-08-18,-50,jual,5.2,-30,10,-15,-15,0,1.15,3.27,8.08
CINT,2025-08-25,10,pantau,5.26,0,10,15,-15,0,2.09,-1.33,2.47
CINT,2025-09-02,-20,pantau,5.37,0,10,-15,-15,0,-3.35,4.66,-4.1
CINT,2025-09-09,-50,jual,5.19,-30,10,-15,-15,0,8.29,3.85,-11.75
CINT,2025-09-16,10,pantau,5.62,-30,10,15,15,0,-4.09,-8.36,-24.91
CINT,2025-09-23,10,pantau,5.39,30,10,-15,-15,0,-4.45,-15.03,-14.66
CINT,2025-09-30,20,pantau,5.15,30,10,-15,-15,10,-11.07,-18.06,-7.38
CINT,2025-10-07,0,pantau,4.58,30,0,-15,-15,0,-7.86,0.44,0.87
CINT,2025-10-14,0,pantau,4.22,30,0,-15,-15,0,9.0,13.03,7.58
CINT,2025-10-21,0,pantau,4.6,0,0,15,-15,0,3.7,0.43,-7.17
CINT,2025-10-28,-30,pantau,4.77,0,0,-15,-15,0,-3.14,-4.82,-6.92
CINT,2025-11-04,-30,pantau,4.62,-30,0,-15,15,0,-1.73,-7.58,3.68
CINT,2025-11-11,-30,pantau,4.54,-30,0,-15,15,0,-5.95,-2.2,-0.44
CINT,2025-11-18,-30,pantau,4.27,0,0,-15,-15,0,3.98,12.18,10.54
CINT,2025-11-25,-30,pantau,4.44,-30,0,15,-15,0,7.88,1.8,-0.9
CINT,2025-12-03,0,pantau,4.79,-30,0,15,15,0,-5.64,-1.46,-9.81
CINT,2025-12-10,-60,jual,4.52,-30,0,-15,-15,0,4.42,-2.65,6.64
CINT,2025-12-17,60,beli,4.72,30,0,15,15,0,-6.78,-8.47,0.21
CINT,2025-12-24,-30,pantau,4.4,0,0,-15,-15,0,-1.82,9.55,16.14
CINT,2026-01-02,0,pantau,4.32,0,0,15,-15,0,11.57,9.49,14.58
CINT,2026-01-09,0,pantau,4.82,-30,0,15,15,0,-1.87,6.02,4.36
CINT,2026-01-16,-30,pantau,4.73,-30,0,15,-15,0,8.03,4.65,0.42
CINT,2026-01-26,30,pantau,5.11,0,0,15,15,0,-3.13,-1.57,-6.65
CINT,2026-02-02,-5,pantau,4.95,0,0,-15,15,-5,1.62,-4.04,2.22
CINT,2026-02-09,25,pantau,5.03,0,0,15,15,-5,-5.57,-5.17,4.57
CINT,2026-02-17,0,pantau,4.75,0,0,-15,15,0,0.42,6.53,16.63
CINT,2026-02-24,0,pantau,4.77,0,0,-15,15,0,6.08,10.27,2.73
CINT,2026-03-03,55,beli,5.06,30,-10,15,15,5,3.95,9.49,0.2
CINT,2026-03-10,45,beli,5.26,30,-10,15,15,-5,5.32,-6.84,-9.7
CINT,2026-03-17,60,beli,5.54,30,0,15,15,0,-11.55,-8.48,-15.16
CINT,2026-03-24,35,pantau,4.9,30,0,-15,15,5,3.47,-3.06,-6.94
CINT,2026-03-31,65,beli,5.07,30,0,15,15,5,-6.31,-7.3,-20.12
CINT,2026-04-08,10,pantau,4.75,30,0,-15,-15,10,-1.05,-4.0,-13.89
CINT,2026-04-15,10,pantau,4.7,0,0,15,-15,10,-2.98,-13.83,-23.4
CINT,2026-04-22,-60,jual,4.56,-30,0,-15,-15,0,-11.18,-10.31,-19.74
CINT,2026-04-29,-60,jual,4.05,-30,0,-15,-15,0,0.99,-11.11,-13.58
CINT,2026-05-06,-30,pantau,4.09,-30,0,15,-15,0,-11.98,-10.51,0.98
CINT,2026-05-13,-60,jual,3.6,-30,0,-15,-15,0,1.67,-2.78,13.33
CINT,2026-05-20,-60,jual,3.66,-30,0,-15,-15,0,-4.37,12.84,1.09
CINT,2026-05-28,-30,pantau,3.5,-30,0,15,-15,0,18.0,16.57,-4.29
CINT,2026-06-04,0,pantau,4.13,-30,0,15,15,0,-1.21,-10.41,-17.92
CINT,2026-06-11,5,pantau,4.08,-30,0,15,15,5,-9.31,-17.89,-18.87
CINT,2026-06-18,-20,pantau,3.7,-30,0,-15,15,10,-9.46,-8.38,-12.16
CINT,2026-06-26,0,pantau,3.35,0,0,-15,15,0,1.19,-1.19,-5.07
CINT,2026-07-06,-30,pantau,3.39,0,0,-15,-15,0,-2.36,-4.13,1.47
CINT,2026-07-13,-30,pantau,3.31,0,0,-15,-15,0,-1.81,-3.93,9.67
CINT,2026-07-20,-30,pantau,3.25,0,0,-15,-15,0,-2.15,5.85,8.92
CINT,2026-07-27,0,pantau,3.18,0,0,15,-15,0,8.18,14.15,16.35
CINT,2026-08-03,-30,pantau,3.44,-30,0,15,-15,0,5.52,2.91,0.58
CINT,2026-08-10,0,pantau,3.63,-30,0,15,15,0,-2.48,1.93,-11.29
CINT,2026-08-17,-30,pantau,3.54,-30,0,-15,15,0,4.52,-2.26,-11.02
CMNT,2024-02-09,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-02-16,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-02-26,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-03-04,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-03-11,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-03-18,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-03-25,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-04-02,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-04-09,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-04-16,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-04-23,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-04-30,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-05-07,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-05-14,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-05-21,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-05-29,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-06-05,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-06-12,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-06-20,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-06-27,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-07-05,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-07-12,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-07-19,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-07-26,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-08-02,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-08-09,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-08-16,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-08-23,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-08-30,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-09-09,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-09-16,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-09-23,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-09-30,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-10-07,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-10-14,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-10-21,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-10-28,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-11-04,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-11-11,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-11-18,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-11-25,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-12-03,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2024-12-10,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-12-17,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2024-12-24,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-01-02,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-01-10,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-01-17,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-01-27,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-02-03,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-02-10,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-02-18,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-02-25,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-03-04,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-03-11,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-03-18,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-03-25,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-04-01,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-04-08,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-04-15,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-04-23,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-04-30,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-05-07,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-05-14,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-05-21,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-05-29,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-06-05,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-06-12,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-06-20,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-06-27,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-07-07,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-07-14,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2025-07-21,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-07-28,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-08-04,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-08-11,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-08-18,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-08-25,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-09-02,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-09-09,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-09-16,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-09-23,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-09-30,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-10-07,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-10-14,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-10-21,-30,pantau,0.0,0,0,-15,-15,0,0.0,0.0,0.0
CMNT,2025-10-28,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-11-04,-30,pantau,0.0,0,0,-15,-15,0,0.0,0.0,0.0
CMNT,2025-11-11,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-11-18,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-11-25,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-12-03,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-12-10,-30,pantau,0.0,0,0,-15,-15,0,0.0,0.0,0.0
CMNT,2025-12-17,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2025-12-24,0,pantau,0.0,0,0,-15,15,0,0.0,0.0,0.0
CMNT,2026-01-02,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2026-01-09,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2026-01-16,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2026-01-26,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2026-02-02,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-02-09,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-02-17,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-02-24,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-03-03,-15,pantau,0.0,0,0,0,-15,0,0.0,0.0,0.0
CMNT,2026-03-10,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-03-17,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-03-24,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-03-31,15,pantau,0.0,0,0,0,15,0,0.0,0.0,100.0
CMNT,2026-04-08,15,pantau,0.0,0,0,0,15,0,0.0,0.0,100.0
CMNT,2026-04-15,-15,pantau,0.0,0,0,0,-15,0,0.0,100.0,100.0
CMNT,2026-04-22,-30,pantau,0.0,0,0,-15,-15,0,100.0,100.0,100.0
CMNT,2026-04-29,0,pantau,0.0,0,0,-15,15,0,0.0,0.0,0.0
CMNT,2026-05-06,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-05-13,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-05-20,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-05-28,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-06-04,15,pantau,0.0,0,0,0,15,0,0.0,0.0,0.0
CMNT,2026-06-11,5,pantau,0.0,0,-10,0,15,0,0.0,0.0,0.0
CMNT,2026-06-18,5,pantau,0.0,0,-10,0,15,0,0.0,0.0,0.0
CMNT,2026-06-26,5,pantau,0.0,0,-10,0,15,0,0.0,0.0,0.0
CMNT,2026-07-06,-25,pantau,0.0,0,-10,0,-15,0,0.0,0.0,0.0
CMNT,2026-07-13,-25,pantau,0.0,0,-10,0,-15,0,0.0,0.0,0.0
CMNT,2026-07-20,-25,pantau,0.0,0,-10,0,-15,0,0.0,0.0,0.0
CMNT,2026-07-27,-25,pantau,0.0,0,-10,0,-15,0,0.0,0.0,0.0
CMNT,2026-08-03,-25,pantau,0.0,0,-10,0,-15,0,0.0,0.0,0.0
CMNT,2026-08-10,-25,pantau,0.0,0,-10,0,-15,0,0.0,0.0,0.0
CMNT,2026-08-17,-25,pantau,0.0,0,-10,0,-15,0,0.0,0.0,0.0
CNTX,2024-02-09,-5,pantau,1.05,0,0,15,-15,-5,-0.95,7.62,13.33
CNTX,2024-02-16,-35,pantau,1.04,0,0,-15,-15,-5,8.65,9.62,3.85
CNTX,2024-02-26,-5,pantau,1.13,0,0,-15,15,-5,0.88,5.31,11.5
CNTX,2024-03-04,25,pantau,1.14,30,0,-15,15,-5,4.39,-5.26,19.3
CNTX,2024-03-11,55,beli,1.19,30,0,15,15,-5,-9.24,5.88,10.08
